timestamp,power
2011-04-21 15:41:25-04:00,115.64
2011-04-21 15:41:27-04:00,115.52
2011-04-21 15:41:29-04:00,115.37
2011-04-21 15:41:33-04:00,116.34
2011-04-21 15:41:35-04:00,116.18
2011-04-21 15:41:38-04:00,118.89
2011-04-21 15:41:40-04:00,114.79
2011-04-21 15:41:43-04:00,117.87
2011-04-21 15:41:45-04:00,115.52
2011-04-21 15:41:49-04:00,118.84
2011-04-21 15:41:51-04:00,118.67
2011-04-21 15:41:54-04:00,117.22
2011-04-21 15:41:56-04:00,117.46
2011-04-21 15:41:59-04:00,117.1
2011-04-21 15:42:01-04:00,118.18
2011-04-21 15:42:03-04:00,116.7
2011-04-21 15:42:06-04:00,118.68
2011-04-21 15:42:08-04:00,116.85
2011-04-21 15:42:12-04:00,117.53
2011-04-21 15:42:15-04:00,116.88
2011-04-21 15:42:18-04:00,116.03
2011-04-21 15:42:21-04:00,115.75
2011-04-21 15:42:24-04:00,115.55
2011-04-21 15:42:26-04:00,115.99
2011-04-21 15:42:31-04:00,116.85
2011-04-21 15:42:33-04:00,115.21
2011-04-21 15:42:37-04:00,116.31
2011-04-21 15:42:39-04:00,115.58
2011-04-21 15:42:42-04:00,115.89
2011-04-21 15:42:45-04:00,116.3
2011-04-21 15:42:47-04:00,115.08
2011-04-21 15:42:50-04:00,115.08
2011-04-21 15:42:53-04:00,124.31
2011-04-21 15:42:56-04:00,130.15
2011-04-21 15:42:58-04:00,133.56
2011-04-21 15:43:02-04:00,124.27
2011-04-21 15:43:04-04:00,123.37
2011-04-21 15:43:07-04:00,123.52
2011-04-21 15:43:09-04:00,124.54
2011-04-21 15:43:12-04:00,123.31
2011-04-21 15:43:14-04:00,124.28
2011-04-21 15:43:16-04:00,123.56
2011-04-21 15:43:19-04:00,123.21
2011-04-21 15:43:21-04:00,122.95
2011-04-21 15:43:26-04:00,123.11
2011-04-21 15:43:29-04:00,123.35
2011-04-21 15:43:32-04:00,124.44
2011-04-21 15:43:34-04:00,122.7
2011-04-21 15:43:38-04:00,123.05
2011-04-21 15:43:40-04:00,123.19
2011-04-21 15:43:43-04:00,123.81
2011-04-21 15:43:45-04:00,123.49
2011-04-21 15:43:48-04:00,124.73
2011-04-21 15:43:51-04:00,124.03
2011-04-21 15:43:53-04:00,124.03
2011-04-21 15:43:56-04:00,125.51
2011-04-21 15:43:59-04:00,124.01
2011-04-21 15:44:03-04:00,125.25
2011-04-21 15:44:05-04:00,123.64
2011-04-21 15:44:08-04:00,123.76
2011-04-21 15:44:10-04:00,123.04
2011-04-21 15:44:13-04:00,118.37
2011-04-21 15:44:15-04:00,117.95
2011-04-21 15:44:19-04:00,116.02
2011-04-21 15:44:21-04:00,116.36
2011-04-21 15:44:24-04:00,115.93
2011-04-21 15:44:26-04:00,115.37
2011-04-21 15:44:29-04:00,115.33
2011-04-21 15:44:32-04:00,116.14
2011-04-21 15:44:34-04:00,116.02
2011-04-21 15:44:37-04:00,115.78
2011-04-21 15:44:39-04:00,116.99
2011-04-21 15:44:42-04:00,115.9
2011-04-21 15:44:44-04:00,115.77
2011-04-21 15:44:47-04:00,115.74
2011-04-21 15:44:49-04:00,116.35
2011-04-21 15:44:52-04:00,116.38
2011-04-21 15:44:55-04:00,115.97
2011-04-21 15:44:58-04:00,116.77
2011-04-21 15:45:00-04:00,115.54
2011-04-21 15:45:02-04:00,117.95
2011-04-21 15:45:05-04:00,115.76
2011-04-21 15:45:07-04:00,115.73
2011-04-21 15:45:12-04:00,116.0
2011-04-21 15:45:14-04:00,117.41
2011-04-21 15:45:17-04:00,116.82
2011-04-21 15:45:19-04:00,115.91
2011-04-21 15:45:22-04:00,116.19
2011-04-21 15:45:24-04:00,115.95
2011-04-21 15:45:27-04:00,117.08
2011-04-21 15:45:29-04:00,116.6
2011-04-21 15:45:32-04:00,117.89
2011-04-21 15:45:34-04:00,117.5
2011-04-21 15:45:36-04:00,115.09
2011-04-21 15:45:39-04:00,116.62
2011-04-21 15:45:41-04:00,116.34
2011-04-21 15:45:44-04:00,118.04
2011-04-21 15:45:46-04:00,116.72
2011-04-21 15:45:50-04:00,116.44
2011-04-21 15:45:52-04:00,116.33
2011-04-21 15:45:55-04:00,116.44
2011-04-21 15:45:57-04:00,116.78
2011-04-21 15:46:02-04:00,116.18
2011-04-21 15:46:04-04:00,116.81
2011-04-21 15:46:08-04:00,116.09
2011-04-21 15:46:11-04:00,116.83
2011-04-21 15:46:14-04:00,118.4
